# PURPOSE: This file distributes the geomagnetic planetary three-hour index Kp and associated geomagnetic indices as well as relevant solar indices.
# LICENSE: CC BY 4.0, except for the sunspot numbers contained in this file, which have the CC BY-NC 4.0 license
# SOURCE: Geomagnetic Observatory Niemegk, GFZ German Research Centre for Geosciences
# PLEASE CITE: Matzka, J., Stolle, C., Yamazaki, Y., Bronkalla, O. and Morschhauser, A., 2021. The geomagnetic Kp index 
# and derived indices of geomagnetic activity. Space Weather, https://doi.org/10.1029/2020SW002641
#
# Kp, ap and Ap
# The three-hourly equivalent planetary amplitude ap is derived from Kp and the daily equivalent planetary amplitude Ap is the daily mean of ap.
# Kp is unitless. Ap and ap are unitless and can be multiplied by 2 nT to yield the average geomagnetic disturbance at 50 degree geomagnetic latitude.
# Kp, ap and Ap were introduced by Bartels (1949, 1957) and are produced by Geomagnetic Observatory Niemegk, GFZ German Research Centre for Geosciences.
# Described in: Matzka et al. (2021), see reference above.
# Data publication: Matzka, J., Bronkalla, O., Tornow, K., Elger, K. and Stolle, C., 2021. Geomagnetic Kp index. V. 1.0. GFZ Data Services, 
# https://doi.org/10.5880/Kp.0001
# Note: the most recent values are nowcast values and will be replaced by definitive values as soon as they become available.
# 
# International Sunspot Number SN
# The international sunspot number SN (written with subscript N) is given as the daily total sunspot number version 2.0 introduced in 2015.
# The sunspot data is available under the licence CC BY-NC 4.0 from WDC-SILSO, Royal Observatory of Belgium, Brussels. Described in:
# Clette, F., Lefevre, L., 2016. The New Sunspot Number: assembling all corrections. Solar Physics, 291, https://doi.org/10.1007/s11207-016-1014-y 
# Note: the most recent values are preliminary and replaced by definitive values as soon as they become available.
#
# F10.7 Solar Radio Flux
# Local noon-time observed (F10.7obs) and adjusted (F10.7adj) solar radio flux F10.7 in s.f.u. (10^-22 W m^-2 Hz^-1) is provided by 
# Dominion Radio Astrophysical Observatory and Natural Resources Canada.
# Described in: Tapping, K.F., 2013. The 10.7 cm solar radio flux (F10.7). Space Weather, 11, 394-406, https://doi.org/10.1002/swe.20064 
# Note: For ionospheric and atmospheric studies the use of F10.7obs is recommended.
# 
# Short file description (for a detailed file description, see Kp_ap_Ap_SN_F107_format.txt):
# 40 header lines, all starting with #
# ASCII, blank separated and fixed length, missing data indicated by -1.000 for Kp, -1 for ap and SN, -1.0 for F10.7
# YYYY MM DD is date of UT day, days is days since 1932-01-01 00:00 UT to start of UT day, days_m is days since 1932-01-01 00:00 UT to midday of UT day
# BSR is Bartels solar rotation number, dB is day within BSR 
# Kp1 to Kp8 (Kp for the eight eighth of the UT day), ap1 to ap8 (ap for the eight eighth of the UT day), Ap, SN, F10.7obs, F10.7adj
# D indicates if the Kp and SN values are definitive or preliminary. D=0: Kp and SN preliminary; D=1: Kp definitive, SN preliminary; D=2 Kp and SN definitive
#
#
# The format for each line is (i stands for integer, f for float):
#iii ii ii iiiii fffff.f iiii ii ff.fff ff.fff ff.fff ff.fff ff.fff ff.fff ff.fff ff.fff iiii iiii iiii iiii iiii iiii iiii iiii  iiii iii ffffff.f ffffff.f i
# The parameters in each line are:
#YYY MM DD  days  days_m  Bsr dB    Kp1    Kp2    Kp3    Kp4    Kp5    Kp6    Kp7    Kp8  ap1  ap2  ap3  ap4  ap5  ap6  ap7  ap8    Ap  SN F10.7obs F10.7adj D
1984 01 21 19013 19013.5 2056 15  2.333  3.667  3.000  3.667  1.000  1.000  2.667  2.667    9   22   15   22    4    4   12   12    12 100    106.7    103.3 2
1984 01 22 19014 19014.5 2056 16  3.667  2.667  3.000  2.667  2.333  2.000  2.333  1.667   22   12   15   12    9    7    9    6    12  84    114.0    110.4 2
1984 01 23 19015 19015.5 2056 17  2.333  2.000  1.000  1.000  2.000  1.667  2.000  1.000    9    7    4    4    7    6    7    4     6  92    116.9    113.2 2
1984 01 24 19016 19016.5 2056 18  3.000  2.000  2.333  0.667  0.333  0.000  0.333  0.333   15    7    9    3    2    0    2    2     5  92    130.4    126.4 2
1984 01 25 19017 19017.5 2056 19  0.333  2.000  2.667  2.000  1.667  2.667  2.667  3.333    2    7   12    7    6   12   12   18    10 130    151.5    146.8 2
1984 01 26 19018 19018.5 2056 20  3.333  4.000  4.333  2.000  2.333  3.000  2.667  2.333   18   27   32    7    9   15   12    9    16 138    170.1    164.9 2
1984 01 27 19019 19019.5 2056 21  1.667  3.000  1.667  1.000  1.333  2.333  1.667  2.667    6   15    6    4    5    9    6   12     8 130    177.6    172.2 2
1984 01 28 19020 19020.5 2056 22  3.000  3.000  3.667  4.333  3.333  4.333  3.333  3.667   15   15   22   32   18   32   18   22    22 139    174.1    168.9 2
1984 01 29 19021 19021.5 2056 23  5.000  3.667  3.333  4.000  3.000  1.667  2.667  3.333   48   22   18   27   15    6   12   18    21 144    180.0    174.6 2
1984 01 30 19022 19022.5 2056 24  4.333  4.667  3.333  4.333  4.333  4.667  4.667  3.667   32   39   18   32   32   39   39   22    32 134    166.5    161.6 2
1984 01 31 19023 19023.5 2056 25  3.000  3.000  3.000  3.333  3.667  5.000  3.667  4.000   15   15   15   18   22   48   22   27    23 108    174.4    169.3 2
1984 02 01 19024 19024.5 2056 26  4.333  3.667  3.667  3.333  1.333  2.667  3.000  1.333   32   22   22   18    5   12   15    5    16 142    159.2    154.6 2
1984 02 02 19025 19025.5 2056 27  2.000  0.667  2.000  1.000  2.000  3.333  5.000  5.667    7    3    7    4    7   18   48   67    20 106    146.2    142.0 2
1984 02 03 19026 19026.5 2057  1  5.333  3.000  1.667  1.333  1.333  2.333  3.667  4.333   56   15    6    5    5    9   22   32    19  86    135.3    131.4 2
1984 02 04 19027 19027.5 2057  2  6.000  5.333  4.333  4.333  5.667  5.000  5.000  5.667   80   56   32   32   67   48   48   67    54  79    129.6    126.0 2
1984 02 05 19028 19028.5 2057  3  3.667  3.667  3.333  3.333  2.667  2.000  1.667  1.000   22   22   18   18   12    7    6    4    14  85    117.5    114.2 2
1984 02 06 19029 19029.5 2057  4  2.000  1.000  1.000  1.333  1.333  2.000  3.333  3.333    7    4    4    5    5    7   18   18     8  98    115.0    111.8 2
1984 02 07 19030 19030.5 2057  5  3.000  2.667  2.000  2.000  2.000  1.667  1.000  2.667   15   12    7    7    7    6    4   12     9 102    116.8    113.6 2
1984 02 08 19031 19031.5 2057  6  2.333  1.000  2.333  2.333  2.000  2.000  1.667  2.000    9    4    9    9    7    7    6    7     7 121    130.7    127.2 2
1984 02 09 19032 19032.5 2057  7  2.667  2.333  2.333  2.333  1.667  2.000  1.333  2.667   12    9    9    9    6    7    5   12     9 148    143.8    140.0 2
1984 02 10 19033 19033.5 2057  8  2.667  1.333  2.000  3.000  2.333  3.667  5.000  5.000   12    5    7   15    9   22   48   48    21 159    140.3    136.6 2
1984 02 11 19034 19034.5 2057  9  6.000  4.000  3.333  2.000  2.667  2.000  2.333  2.000   80   27   18    7   12    7    9    7    21 152    144.9    141.1 2
1984 02 12 19035 19035.5 2057 10  1.667  2.333  2.000  1.667  1.000  3.000  2.000  4.667    6    9    7    6    4   15    7   39    12 139    139.4    135.8 2
1984 02 13 19036 19036.5 2057 11  5.333  4.667  4.000  4.667  3.667  4.333  5.000  3.667   56   39   27   39   22   32   48   22    36 106    131.7    128.4 2
1984 02 14 19037 19037.5 2057 12  5.333  6.000  4.000  4.333  4.667  4.333  3.667  5.333   56   80   27   32   39   32   22   56    43  99    123.4    120.3 2
1984 02 15 19038 19038.5 2057 13  5.667  4.667  3.333  3.000  1.000  0.667  0.333  2.000   67   39   18   15    4    3    2    7    19 103    116.3    113.5 2
1984 02 16 19039 19039.5 2057 14  2.667  2.000  1.667  1.000  1.333  1.000  2.333  2.000   12    7    6    4    5    4    9    7     7  68    117.3    114.5 2
1984 02 17 19040 19040.5 2057 15  2.333  3.333  2.333  2.333  1.333  1.667  1.333  2.667    9   18    9    9    5    6    5   12     9  66    119.4    116.6 2
1984 02 18 19041 19041.5 2057 16  4.000  3.667  3.000  3.667  3.000  2.667  3.333  1.000   27   22   15   22   15   12   18    4    17  65    125.1    122.2 2
1984 02 19 19042 19042.5 2057 17  0.667  2.000  1.667  1.333  2.000  2.667  2.333  1.667    3    7    6    5    7   12    9    6     7  70    131.4    128.4 2
1984 02 20 19043 19043.5 2057 18  2.667  1.000  1.667  1.667  1.667  3.333  4.000  4.000   12    4    6    6    6   18   27   27    13  70    137.6    134.5 2
1984 02 21 19044 19044.5 2057 19  4.000  3.333  2.000  2.333  3.000  3.000  2.000  2.667   27   18    7    9   15   15    7   12    14  98    147.0    143.8 2
1984 02 22 19045 19045.5 2057 20  2.667  1.667  1.667  1.667  2.000  2.333  2.333  2.000   12    6    6    6    7    9    9    7     8 129    161.6    158.1 2
1984 02 23 19046 19046.5 2057 21  2.667  2.000  4.000  3.333  3.667  2.667  2.667  2.000   12    7   27   18   22   12   12    7    15 156    169.7    166.1 2
1984 02 24 19047 19047.5 2057 22  2.667  1.667  2.000  3.000  1.667  2.333  2.000  3.000   12    6    7   15    6    9    7   15    10 151    176.6    173.0 2
1984 02 25 19048 19048.5 2057 23  2.333  0.333  1.667  2.667  1.667  0.333  1.000  3.000    9    2    6   12    6    2    4   15     7 151    172.9    169.4 2
1984 02 26 19049 19049.5 2057 24  0.333  1.000  2.000  3.333  3.000  4.333  3.667  4.000    2    4    7   18   15   32   22   27    16 130    167.6    164.3 2
1984 02 27 19050 19050.5 2057 25  6.000  5.333  4.000  3.000  2.333  3.000  4.333  4.667   80   56   27   15    9   15   32   39    34 101    157.3    154.3 2
1984 02 28 19051 19051.5 2057 26  2.000  1.667  2.667  2.000  3.000  2.333  1.333  0.667    7    6   12    7   15    9    5    3     8 101    151.7    148.9 2
1984 02 29 19052 19052.5 2057 27  0.000  1.000  2.667  3.000  3.333  3.667  2.333  1.000    0    4   12   15   18   22    9    4    10 114    150.8    148.1 2
1984 03 01 19053 19053.5 2058  1  0.333  0.000  2.000  3.333  4.333  4.333  5.667  6.333    2    0    7   18   32   32   67   94    32 103    146.2    143.6 2
1984 03 02 19054 19054.5 2058  2  5.667  5.000  4.667  4.667  3.667  3.333  4.667  4.333   67   48   39   39   22   18   39   32    38 109    140.6    138.2 2
1984 03 03 19055 19055.5 2058  3  5.333  5.667  4.000  4.667  3.333  3.667  4.333  3.333   56   67   27   39   18   22   32   18    35  92    124.6    122.5 2
1984 03 04 19056 19056.5 2058  4  3.333  3.000  2.333  2.333  1.000  2.333  0.667  0.333   18   15    9    9    4    9    3    2     9  75    116.3    114.4 2
1984 03 05 19057 19057.5 2058  5  0.333  0.667  1.000  1.333  1.000  0.333  1.667  0.667    2    3    4    5    4    2    6    3     4  91    111.1    109.4 2
1984 03 06 19058 19058.5 2058  6  2.000  3.667  5.000  2.333  3.667  3.667  5.667  5.000    7   22   48    9   22   22   67   48    31  68    111.2    109.5 2
1984 03 07 19059 19059.5 2058  7  5.000  4.667  4.000  3.333  3.333  3.667  3.333  3.667   48   39   27   18   18   22   18   22    26  71    106.6    105.0 2
1984 03 08 19060 19060.5 2058  8  3.667  3.333  4.000  3.667  3.333  4.333  4.667  5.333   22   18   27   22   18   32   39   56    29  89    105.3    103.8 2
1984 03 09 19061 19061.5 2058  9  4.333  3.000  2.333  1.333  2.333  1.667  2.667  3.000   32   15    9    5    9    6   12   15    13  84    103.9    102.5 2
1984 03 10 19062 19062.5 2058 10  3.333  2.333  3.000  2.000  2.333  3.333  3.667  4.667   18    9   15    7    9   18   22   39    17  64    100.1     98.8 2
1984 03 11 19063 19063.5 2058 11  3.333  1.333  0.667  2.333  2.000  1.667  2.667  3.000   18    5    3    9    7    6   12   15     9  91     99.9     98.6 2
1984 03 12 19064 19064.5 2058 12  3.333  3.333  1.333  1.333  1.333  2.667  2.667  3.000   18   18    5    5    5   12   12   15    11 101    103.5    102.2 2
1984 03 13 19065 19065.5 2058 13  3.667  3.333  2.667  2.333  5.333  3.667  1.667  1.000   22   18   12    9   56   22    6    4    19 110    116.1    114.8 2
1984 03 14 19066 19066.5 2058 14  1.000  2.333  2.333  2.333  1.667  1.333  1.333  0.333    4    9    9    9    6    5    5    2     6 123    122.4    121.1 2
1984 03 15 19067 19067.5 2058 15  0.667  0.667  1.333  2.000  2.333  1.000  2.333  4.333    3    3    5    7    9    4    9   32     9 157    135.9    134.5 2
1984 03 16 19068 19068.5 2058 16  1.000  2.333  4.000  1.333  4.333  4.333  2.667  2.000    4    9   27    5   32   32   12    7    16 164    125.3    124.1 2
1984 03 17 19069 19069.5 2058 17  1.333  4.333  4.333  4.000  3.667  4.333  2.000  3.000    5   32   32   27   22   32    7   15    22 147    130.4    129.2 2
1984 03 18 19070 19070.5 2058 18  1.667  2.667  2.667  5.000  3.000  4.333  2.333  2.667    6   12   12   48   15   32    9   12    18 133    126.9    125.8 2
1984 03 19 19071 19071.5 2058 19  3.000  3.667  3.333  4.000  1.333  1.000  0.667  0.667   15   22   18   27    5    4    3    3    12 126    127.5    126.4 2
1984 03 20 19072 19072.5 2058 20  2.000  0.333  1.000  2.333  1.000  0.000  0.000  0.333    7    2    4    9    4    0    0    2     4 144    127.3    126.3 2
1984 03 21 19073 19073.5 2058 21  0.000  1.333  1.667  1.000  1.333  3.000  2.667  2.667    0    5    6    4    5   15   12   12     7 137    123.3    122.4 2
1984 03 22 19074 19074.5 2058 22  4.333  4.000  4.333  3.333  0.667  2.333  3.667  3.667   32   27   32   18    3    9   22   22    21 122    123.6    122.8 2
1984 03 23 19075 19075.5 2058 23  3.667  4.000  3.667  4.000  3.667  2.333  2.000  1.000   22   27   22   27   22    9    7    4    18 124    115.8    115.1 2
1984 03 24 19076 19076.5 2058 24  2.000  2.667  1.667  2.000  3.000  3.000  1.667  2.667    7   12    6    7   15   15    6   12    10 112    113.7    113.1 2
1984 03 25 19077 19077.5 2058 25  4.333  4.667  4.667  4.333  4.667  4.667  4.333  3.333   32   39   39   32   39   39   32   18    34 136    112.2    111.7 2
1984 03 26 19078 19078.5 2058 26  3.333  1.667  2.000  2.333  2.333  2.667  4.333  4.333   18    6    7    9    9   12   32   32    16 136    120.7    120.2 2
1984 03 27 19079 19079.5 2058 27  4.000  3.333  3.333  4.000  3.000  3.333  4.333  4.333   27   18   18   27   15   18   32   32    23 134    129.6    129.1 2
1984 03 28 19080 19080.5 2059  1  3.667  4.667  4.333  4.333  5.000  4.667  7.333  6.667   22   39   32   32   48   39  154  111    60 137    136.3    135.9 2
1984 03 29 19081 19081.5 2059  2  5.667  6.333  6.000  4.667  4.667  4.000  4.667  4.333   67   94   80   39   39   27   39   32    52 131    138.5    138.2 2
1984 03 30 19082 19082.5 2059  3  4.333  4.333  4.667  4.333  4.333  3.667  4.000  3.333   32   32   39   32   32   22   27   18    29 150    144.1    143.8 2
1984 03 31 19083 19083.5 2059  4  3.667  4.000  3.000  3.333  4.333  3.000  3.000  5.333   22   27   15   18   32   15   15   56    25 158    144.0    143.8 2
1984 04 01 19084 19084.5 2059  5  5.000  5.000  5.000  5.000  3.667  4.000  3.333  2.667   48   48   48   48   22   27   18   12    34 134    135.8    135.7 2
1984 04 02 19085 19085.5 2059  6  4.667  3.333  5.333  5.000  4.333  5.333  5.000  5.667   39   18   56   48   32   56   48   67    46 122    134.7    134.7 2
1984 04 03 19086 19086.5 2059  7  5.333  5.000  4.000  4.333  4.000  4.667  5.000  5.333   56   48   27   32   27   39   48   56    42 114    128.8    128.9 2
1984 04 04 19087 19087.5 2059  8  5.333  5.333  5.000  4.000  4.667  7.000  7.667  7.000   56   56   48   27   39  132  179  132    84 105    129.4    129.5 2
1984 04 05 19088 19088.5 2059  9  5.667  5.000  4.667  3.667  4.000  6.333  6.000  6.000   67   48   39   22   27   94   80   80    57  79    118.6    118.8 2
1984 04 06 19089 19089.5 2059 10  4.000  3.667  2.000  2.333  2.333  2.000  2.333  2.333   27   22    7    9    9    7    9    9    12  91    111.9    112.1 2
1984 04 07 19090 19090.5 2059 11  3.667  2.333  2.667  6.000  3.667  2.667  4.000  3.333   22    9   12   80   22   12   27   18    25  65    107.6    107.9 2
1984 04 08 19091 19091.5 2059 12  5.333  6.333  5.667  5.667  4.333  4.333  4.333  6.000   56   94   67   67   32   32   32   80    58  43    100.4    100.7 2
1984 04 09 19092 19092.5 2059 13  7.333  4.667  3.000  2.667  3.000  3.000  4.333  2.667  154   39   15   12   15   15   32   12    37  47     94.6     95.0 2
1984 04 10 19093 19093.5 2059 14  1.667  2.333  1.667  1.667  1.333  1.667  2.333  3.000    6    9    6    6    5    6    9   15     8  16     93.5     93.9 2
1984 04 11 19094 19094.5 2059 15  4.333  1.667  2.333  3.000  2.000  3.333  3.000  1.333   32    6    9   15    7   18   15    5    13  27     96.8     97.3 2
1984 04 12 19095 19095.5 2059 16  1.333  3.667  2.000  1.667  2.667  4.000  2.333  4.333    5   22    7    6   12   27    9   32    15  36    106.7    107.3 2
1984 04 13 19096 19096.5 2059 17  3.333  3.000  2.667  2.333  3.333  3.000  3.000  3.000   18   15   12    9   18   15   15   15    15  31    113.0    113.7 2
1984 04 14 19097 19097.5 2059 18  2.000  2.000  0.667  0.333  2.333  4.333  4.333  5.333    7    7    3    2    9   32   32   56    18  41    118.1    118.9 2
1984 04 15 19098 19098.5 2059 19  4.000  2.667  2.667  2.333  1.667  1.333  1.333  0.333   27   12   12    9    6    5    5    2    10  77    118.9    119.7 2
1984 04 16 19099 19099.5 2059 20  0.667  0.667  2.000  1.333  1.333  0.333  1.000  1.667    3    3    7    5    5    2    4    6     4  78    116.4    117.3 2
1984 04 17 19100 19100.5 2059 21  0.667  0.667  0.333  0.333  3.333  3.000  2.667  1.667    3    3    2    2   18   15   12    6     8  73    121.9    122.9 2
1984 04 18 19101 19101.5 2059 22  1.667  2.667  1.667  1.667  2.000  1.333  2.000  2.000    6   12    6    6    7    5    7    7     7  95    118.8    119.8 2
1984 04 19 19102 19102.5 2059 23  1.667  1.333  3.000  2.667  2.667  2.667  3.000  3.000    6    5   15   12   12   12   15   15    12 106    111.5    112.5 2
1984 04 20 19103 19103.5 2059 24  2.667  5.000  4.667  3.333  2.333  3.000  1.667  2.333   12   48   39   18    9   15    6    9    20  89    122.9    124.1 2
1984 04 21 19104 19104.5 2059 25  3.333  1.667  3.000  1.667  2.667  2.333  1.667  3.000   18    6   15    6   12    9    6   15    11  88    126.4    127.7 2
1984 04 22 19105 19105.5 2059 26  2.667  1.333  1.333  1.333  0.667  0.667  0.333  0.333   12    5    5    5    3    3    2    2     5  71    129.4    130.8 2
1984 04 23 19106 19106.5 2059 27  1.333  1.333  0.000  1.333  1.667  1.667  2.333  3.000    5    5    0    5    6    6    9   15     6  77    135.1    136.7 2
1984 04 24 19107 19107.5 2060  1  1.667  2.333  2.333  1.333  1.333  1.333  1.000  1.667    6    9    9    5    5    5    4    6     6 104    141.2    142.9 2
1984 04 25 19108 19108.5 2060  2  2.000  2.000  3.333  2.000  5.333  5.333  4.333  6.000    7    7   18    7   56   56   32   80    33 128    150.6    152.5 2
1984 04 26 19109 19109.5 2060  3  6.333  6.667  6.000  5.667  6.000  7.000  7.667  6.000   94  111   80   67   80  132  179   80   103 161    171.8    174.1 2
1984 04 27 19110 19110.5 2060  4  5.333  4.667  4.333  3.000  2.333  3.000  3.000  4.000   56   39   32   15    9   15   15   27    26 157    181.2    183.7 2
1984 04 28 19111 19111.5 2060  5  2.667  3.333  3.667  4.000  3.000  4.000  2.333  2.333   12   18   22   27   15   27    9    9    17 162    180.1    182.7 2
1984 04 29 19112 19112.5 2060  6  2.333  2.667  3.333  2.667  3.333  4.667  3.000  3.333    9   12   18   12   18   39   15   18    18 156    175.6    178.2 2
1984 04 30 19113 19113.5 2060  7  1.333  2.667  1.333  1.000  0.333  0.333  1.667  4.667    5   12    5    4    2    2    6   39     9 139    168.3    170.9 2
1984 05 01 19114 19114.5 2060  8  4.000  3.333  3.000  3.667  4.333  4.000  2.667  3.667   27   18   15   22   32   27   12   22    22 138    151.3    153.7 2
1984 05 02 19115 19115.5 2060  9  3.667  3.333  3.000  3.667  2.667  2.333  1.000  1.000   22   18   15   22   12    9    4    4    13 113    137.1    139.3 2
1984 05 03 19116 19116.5 2060 10  1.000  0.667  3.000  3.000  1.667  2.333  3.000  4.000    4    3   15   15    6    9   15   27    12  88    121.0    123.0 2
1984 05 04 19117 19117.5 2060 11  3.000  3.000  3.000  3.333  2.333  1.667  2.333  3.000   15   15   15   18    9    6    9   15    13  66    111.6    113.5 2
1984 05 05 19118 19118.5 2060 12  3.000  2.333  3.000  3.000  3.667  4.333  5.667  4.667   15    9   15   15   22   32   67   39    27  48    112.9    114.9 2
1984 05 06 19119 19119.5 2060 13  3.667  3.000  3.333  1.000  2.333  2.000  1.667  0.333   22   15   18    4    9    7    6    2    10  34    106.2    108.1 2
1984 05 07 19120 19120.5 2060 14  0.667  0.333  0.000  2.667  2.000  0.667  0.667  0.667    3    2    0   12    7    3    3    3     4  44    116.1    118.3 2
1984 05 08 19121 19121.5 2060 15  1.333  1.333  1.667  2.000  0.667  1.000  1.000  0.667    5    5    6    7    3    4    4    3     5  69    119.6    121.9 2
1984 05 09 19122 19122.5 2060 16  1.333  2.667  2.667  2.667  3.000  4.333  3.000  5.000    5   12   12   12   15   32   15   48    19  91    135.7    138.4 2
