# PURPOSE: This file distributes the geomagnetic planetary three-hour index Kp and associated geomagnetic indices as well as relevant solar indices.
# LICENSE: CC BY 4.0, except for the sunspot numbers contained in this file, which have the CC BY-NC 4.0 license
# SOURCE: Geomagnetic Observatory Niemegk, GFZ German Research Centre for Geosciences
# PLEASE CITE: Matzka, J., Stolle, C., Yamazaki, Y., Bronkalla, O. and Morschhauser, A., 2021. The geomagnetic Kp index 
# and derived indices of geomagnetic activity. Space Weather, https://doi.org/10.1029/2020SW002641
#
# Kp, ap and Ap
# The three-hourly equivalent planetary amplitude ap is derived from Kp and the daily equivalent planetary amplitude Ap is the daily mean of ap.
# Kp is unitless. Ap and ap are unitless and can be multiplied by 2 nT to yield the average geomagnetic disturbance at 50 degree geomagnetic latitude.
# Kp, ap and Ap were introduced by Bartels (1949, 1957) and are produced by Geomagnetic Observatory Niemegk, GFZ German Research Centre for Geosciences.
# Described in: Matzka et al. (2021), see reference above.
# Data publication: Matzka, J., Bronkalla, O., Tornow, K., Elger, K. and Stolle, C., 2021. Geomagnetic Kp index. V. 1.0. GFZ Data Services, 
# https://doi.org/10.5880/Kp.0001
# Note: the most recent values are nowcast values and will be replaced by definitive values as soon as they become available.
# 
# International Sunspot Number SN
# The international sunspot number SN (written with subscript N) is given as the daily total sunspot number version 2.0 introduced in 2015.
# The sunspot data is available under the licence CC BY-NC 4.0 from WDC-SILSO, Royal Observatory of Belgium, Brussels. Described in:
# Clette, F., Lefevre, L., 2016. The New Sunspot Number: assembling all corrections. Solar Physics, 291, https://doi.org/10.1007/s11207-016-1014-y 
# Note: the most recent values are preliminary and replaced by definitive values as soon as they become available.
#
# F10.7 Solar Radio Flux
# Local noon-time observed (F10.7obs) and adjusted (F10.7adj) solar radio flux F10.7 in s.f.u. (10^-22 W m^-2 Hz^-1) is provided by 
# Dominion Radio Astrophysical Observatory and Natural Resources Canada.
# Described in: Tapping, K.F., 2013. The 10.7 cm solar radio flux (F10.7). Space Weather, 11, 394-406, https://doi.org/10.1002/swe.20064 
# Note: For ionospheric and atmospheric studies the use of F10.7obs is recommended.
# 
# Short file description (for a detailed file description, see Kp_ap_Ap_SN_F107_format.txt):
# 40 header lines, all starting with #
# ASCII, blank separated and fixed length, missing data indicated by -1.000 for Kp, -1 for ap and SN, -1.0 for F10.7
# YYYY MM DD is date of UT day, days is days since 1932-01-01 00:00 UT to start of UT day, days_m is days since 1932-01-01 00:00 UT to midday of UT day
# BSR is Bartels solar rotation number, dB is day within BSR 
# Kp1 to Kp8 (Kp for the eight eighth of the UT day), ap1 to ap8 (ap for the eight eighth of the UT day), Ap, SN, F10.7obs, F10.7adj
# D indicates if the Kp and SN values are definitive or preliminary. D=0: Kp and SN preliminary; D=1: Kp definitive, SN preliminary; D=2 Kp and SN definitive
#
#
# The format for each line is (i stands for integer, f for float):
#iii ii ii iiiii fffff.f iiii ii ff.fff ff.fff ff.fff ff.fff ff.fff ff.fff ff.fff ff.fff iiii iiii iiii iiii iiii iiii iiii iiii  iiii iii ffffff.f ffffff.f i
# The parameters in each line are:
#YYY MM DD  days  days_m  Bsr dB    Kp1    Kp2    Kp3    Kp4    Kp5    Kp6    Kp7    Kp8  ap1  ap2  ap3  ap4  ap5  ap6  ap7  ap8    Ap  SN F10.7obs F10.7adj D
1986 01 21 19744 19744.5 2083 17  5.667  1.667  0.667  1.333  3.000  4.667  5.000  4.333   67    6    3    5   15   39   48   32    27   0     70.1     67.9 2
1986 01 22 19745 19745.5 2083 18  3.333  2.667  2.333  2.667  2.000  2.333  2.667  2.667   18   12    9   12    7    9   12   12    11   0     69.5     67.3 2
1986 01 23 19746 19746.5 2083 19  2.667  1.667  3.000  3.000  3.333  4.000  3.667  3.667   12    6   15   15   18   27   22   22    17   0     69.1     66.9 2
1986 01 24 19747 19747.5 2083 20  3.000  2.667  3.333  3.333  2.667  1.000  2.333  2.667   15   12   18   18   12    4    9   12    12   0     69.0     66.9 2
1986 01 25 19748 19748.5 2083 21  2.333  3.667  3.667  3.000  3.667  3.667  5.333  4.667    9   22   22   15   22   22   56   39    26   0     70.2     68.0 2
1986 01 26 19749 19749.5 2083 22  4.000  2.667  2.333  2.667  3.000  2.000  1.333  1.667   27   12    9   12   15    7    5    6    12   8     69.9     67.8 2
1986 01 27 19750 19750.5 2083 23  2.333  5.333  5.000  3.667  5.333  4.333  4.333  4.667    9   56   48   22   56   32   32   39    37   0     69.3     67.2 2
1986 01 28 19751 19751.5 2083 24  4.333  4.667  4.000  3.667  4.000  4.667  4.000  4.000   32   39   27   22   27   39   27   27    30   0     72.2     70.0 2
1986 01 29 19752 19752.5 2083 25  3.333  3.667  2.000  2.333  4.000  3.667  3.333  4.333   18   22    7    9   27   22   18   32    19   0     73.4     71.2 2
1986 01 30 19753 19753.5 2083 26  4.000  3.667  3.000  2.667  2.000  2.667  2.667  2.333   27   22   15   12    7   12   12    9    14  11     76.0     73.8 2
1986 01 31 19754 19754.5 2083 27  2.333  3.000  2.333  2.000  2.000  1.667  1.000  0.667    9   15    9    7    7    6    4    3     8  11     78.9     76.6 2
1986 02 01 19755 19755.5 2084  1  1.333  0.667  0.333  1.000  1.333  2.667  1.667  1.667    5    3    2    4    5   12    6    6     5  22     84.2     81.8 2
1986 02 02 19756 19756.5 2084  2  1.333  2.333  2.000  1.667  2.000  1.333  2.333  0.667    5    9    7    6    7    5    9    3     6  40     89.0     86.5 2
1986 02 03 19757 19757.5 2084  3  1.667  2.000  1.333  1.333  0.667  2.000  2.000  2.333    6    7    5    5    3    7    7    9     6  63     98.9     96.1 2
1986 02 04 19758 19758.5 2084  4  1.667  1.333  1.000  1.000  1.333  1.667  1.333  0.333    6    5    4    4    5    6    5    2     5  66    100.6     97.8 2
1986 02 05 19759 19759.5 2084  5  0.667  0.667  0.667  1.667  2.000  3.000  1.667  3.000    3    3    3    6    7   15    6   15     7  64    102.7     99.9 2
1986 02 06 19760 19760.5 2084  6  0.333  0.333  1.000  1.000  3.333  3.333  2.667  4.000    2    2    4    4   18   18   12   27    11  56    101.9     99.1 2
1986 02 07 19761 19761.5 2084  7  3.000  3.667  3.333  5.667  5.667  7.667  6.667  7.667   15   22   18   67   67  179  111  179    82  63     99.4     96.7 2
1986 02 08 19762 19762.5 2084  8  7.000  7.000  7.333  6.667  8.000  7.667  9.000  8.667  132  132  154  111  207  179  400  300   202  65     96.9     94.3 2
1986 02 09 19763 19763.5 2084  9  8.667  7.667  5.333  4.667  5.000  6.333  5.333  4.000  300  179   56   39   48   94   56   27   100  56     95.1     92.6 2
1986 02 10 19764 19764.5 2084 10  3.333  2.000  1.000  2.000  1.000  1.667  3.000  3.333   18    7    4    7    4    6   15   18    10  42     95.9     93.4 2
1986 02 11 19765 19765.5 2084 11  2.333  2.667  1.667  2.667  4.000  4.667  3.667  4.333    9   12    6   12   27   39   22   32    20  44     97.6     95.1 2
1986 02 12 19766 19766.5 2084 12  4.000  3.333  3.667  2.667  2.667  3.667  3.667  2.667   27   18   22   12   12   22   22   12    18  30     90.8     88.5 2
1986 02 13 19767 19767.5 2084 13  3.667  3.333  2.333  2.333  2.667  1.667  2.667  4.333   22   18    9    9   12    6   12   32    15  26     88.6     86.4 2
1986 02 14 19768 19768.5 2084 14  4.667  3.667  1.667  2.667  3.000  3.333  3.000  3.667   39   22    6   12   15   18   15   22    19  19     88.4     86.2 2
1986 02 15 19769 19769.5 2084 15  2.333  2.000  0.667  1.000  1.333  1.000  1.000  0.667    9    7    3    4    5    4    4    3     5  13     81.6     79.6 2
1986 02 16 19770 19770.5 2084 16  0.000  0.667  0.667  1.000  0.667  1.000  2.333  3.000    0    3    3    4    3    4    9   15     5   0     72.9     71.2 2
1986 02 17 19771 19771.5 2084 17  2.333  1.000  0.667  1.333  1.333  2.000  3.000  4.000    9    4    3    5    5    7   15   27     9   0     70.0     68.4 2
1986 02 18 19772 19772.5 2084 18  4.000  3.000  2.000  2.333  1.667  2.333  1.333  4.333   27   15    7    9    6    9    5   32    14   0     70.3     68.7 2
1986 02 19 19773 19773.5 2084 19  3.667  2.000  1.333  2.000  2.000  1.667  2.333  1.667   22    7    5    7    7    6    9    6     9   0     69.7     68.1 2
1986 02 20 19774 19774.5 2084 20  3.000  3.000  2.667  2.333  3.333  4.000  3.667  3.000   15   15   12    9   18   27   22   15    17  12     69.6     68.1 2
1986 02 21 19775 19775.5 2084 21  3.667  3.333  3.667  4.667  3.333  3.000  3.667  5.333   22   18   22   39   18   15   22   56    26  12     67.5     66.0 2
1986 02 22 19776 19776.5 2084 22  4.667  4.000  4.333  4.000  4.000  4.667  3.667  4.000   39   27   32   27   27   39   22   27    30  12     69.2     67.7 2
1986 02 23 19777 19777.5 2084 23  5.333  4.667  3.667  3.333  4.667  5.000  4.667  3.667   56   39   22   18   39   48   39   22    35  12     69.2     67.8 2
1986 02 24 19778 19778.5 2084 24  3.000  3.667  3.333  3.333  3.667  2.333  3.667  4.000   15   22   18   18   22    9   22   27    19  10     70.1     68.7 2
1986 02 25 19779 19779.5 2084 25  3.667  3.667  2.667  3.333  3.000  3.000  3.667  3.667   22   22   12   18   15   15   22   22    18  13     71.5     70.1 2
1986 02 26 19780 19780.5 2084 26  3.000  3.333  3.333  3.667  3.667  5.667  3.333  4.000   15   18   18   22   22   67   18   27    26  11     73.5     72.1 2
1986 02 27 19781 19781.5 2084 27  4.000  4.333  3.000  4.333  2.667  2.333  3.333  3.333   27   32   15   32   12    9   18   18    20  18     76.7     75.2 2
1986 02 28 19782 19782.5 2085  1  3.667  3.333  2.667  3.667  3.000  5.000  5.000  3.333   22   18   12   22   15   48   48   18    25  12     78.5     77.0 2
1986 03 01 19783 19783.5 2085  2  3.333  2.333  3.667  3.333  2.667  4.333  3.667  2.333   18    9   22   18   12   32   22    9    18  15     85.6     84.1 2
1986 03 02 19784 19784.5 2085  3  2.667  2.667  3.333  3.333  3.000  2.000  1.667  2.000   12   12   18   18   15    7    6    7    12  30     90.7     89.1 2
1986 03 03 19785 19785.5 2085  4  2.333  1.667  1.333  1.333  1.667  2.333  3.000  4.667    9    6    5    5    6    9   15   39    12  31     92.7     91.1 2
1986 03 04 19786 19786.5 2085  5  2.667  2.000  2.000  1.667  2.333  2.000  2.667  2.000   12    7    7    6    9    7   12    7     8  29     92.9     91.4 2
1986 03 05 19787 19787.5 2085  6  1.667  1.667  1.333  1.333  2.000  3.000  2.333  3.000    6    6    5    5    7   15    9   15     8  30     92.0     90.5 2
1986 03 06 19788 19788.5 2085  7  4.333  3.333  1.000  3.667  5.000  4.667  4.000  5.667   32   18    4   22   48   39   27   67    32  30     91.1     89.7 2
1986 03 07 19789 19789.5 2085  8  5.000  4.000  3.667  4.000  3.333  4.333  4.667  5.000   48   27   22   27   18   32   39   48    33  35     88.9     87.6 2
1986 03 08 19790 19790.5 2085  9  5.000  3.667  3.000  3.000  3.000  4.333  4.000  2.667   48   22   15   15   15   32   27   12    23  27     86.3     85.1 2
1986 03 09 19791 19791.5 2085 10  2.000  2.333  2.333  1.333  0.333  0.667  0.333  0.333    7    9    9    5    2    3    2    2     5  20     85.5     84.3 2
1986 03 10 19792 19792.5 2085 11  0.000  0.000  0.667  0.333  0.333  1.333  0.667  0.333    0    0    3    2    2    5    3    2     2  18     82.7     81.6 2
1986 03 11 19793 19793.5 2085 12  0.000  0.333  0.000  0.333  0.333  0.667  1.000  1.333    0    2    0    2    2    3    4    5     2  17     80.3     79.3 2
1986 03 12 19794 19794.5 2085 13  0.667  0.333  2.333  2.333  3.000  1.667  0.667  2.333    3    2    9    9   15    6    3    9     7  12     77.8     76.8 2
1986 03 13 19795 19795.5 2085 14  4.000  3.333  3.667  3.667  3.667  4.000  2.333  3.333   27   18   22   22   22   27    9   18    21   7     75.2     74.3 2
1986 03 14 19796 19796.5 2085 15  4.000  2.000  1.667  1.000  1.333  1.333  1.667  1.667   27    7    6    4    5    5    6    6     8   0     72.7     71.9 2
1986 03 15 19797 19797.5 2085 16  1.667  2.333  2.000  1.333  1.333  1.000  3.000  3.000    6    9    7    5    5    4   15   15     8   9     70.5     69.7 2
1986 03 16 19798 19798.5 2085 17  2.333  2.000  2.333  2.333  1.667  0.667  1.000  1.000    9    7    9    9    6    3    4    4     6   0     69.6     68.9 2
1986 03 17 19799 19799.5 2085 18  1.667  1.667  2.667  1.333  1.000  1.667  1.667  1.000    6    6   12    5    4    6    6    4     6   0     69.6     68.9 2
1986 03 18 19800 19800.5 2085 19  2.667  2.000  1.667  2.667  2.333  2.333  1.000  1.667   12    7    6   12    9    9    4    6     8   0     69.5     68.9 2
1986 03 19 19801 19801.5 2085 20  2.333  3.000  2.333  2.000  1.333  2.667  2.333  1.333    9   15    9    7    5   12    9    5     9   0     69.4     68.8 2
1986 03 20 19802 19802.5 2085 21  0.000  0.000  1.000  0.333  1.000  1.333  1.333  0.667    0    0    4    2    4    5    5    3     3  11     69.0     68.4 2
1986 03 21 19803 19803.5 2085 22  0.667  2.333  2.667  3.333  4.667  3.000  3.000  4.000    3    9   12   18   39   15   15   27    17  12     69.0     68.5 2
1986 03 22 19804 19804.5 2085 23  5.000  4.667  3.000  2.000  3.000  3.333  2.667  3.333   48   39   15    7   15   18   12   18    22   9     69.6     69.1 2
1986 03 23 19805 19805.5 2085 24  2.333  2.000  2.333  2.333  2.667  2.333  3.667  2.667    9    7    9    9   12    9   22   12    11  14     70.2     69.8 2
1986 03 24 19806 19806.5 2085 25  3.000  3.000  2.667  3.667  4.667  4.333  4.000  2.333   15   15   12   22   39   32   27    9    21  13     69.9     69.5 2
1986 03 25 19807 19807.5 2085 26  4.000  3.333  4.000  2.667  3.667  3.333  5.333  4.667   27   18   27   12   22   18   56   39    27   9     69.9     69.5 2
1986 03 26 19808 19808.5 2085 27  3.333  2.000  2.000  1.333  2.667  3.667  2.667  3.000   18    7    7    5   12   22   12   15    12   9     71.1     70.8 2
1986 03 27 19809 19809.5 2086  1  4.333  3.667  4.333  3.000  3.000  2.667  2.333  1.000   32   22   32   15   15   12    9    4    18  10     70.5     70.2 2
1986 03 28 19810 19810.5 2086  2  3.000  2.667  3.667  2.333  2.667  3.000  3.667  2.333   15   12   22    9   12   15   22    9    14  12     70.6     70.4 2
1986 03 29 19811 19811.5 2086  3  2.667  2.333  1.667  0.667  1.667  3.000  2.333  1.000   12    9    6    3    6   15    9    4     8  10     71.7     71.5 2
1986 03 30 19812 19812.5 2086  4  0.333  0.000  1.000  1.667  1.667  1.667  2.333  2.000    2    0    4    6    6    6    9    7     5  10     71.6     71.4 2
1986 03 31 19813 19813.5 2086  5  1.000  0.333  1.000  2.000  2.333  2.667  2.667  1.667    4    2    4    7    9   12   12    6     7   0     71.6     71.5 2
1986 04 01 19814 19814.5 2086  6  1.333  1.667  1.667  3.000  1.333  1.333  3.000  1.000    5    6    6   15    5    5   15    4     8  11     71.9     71.8 2
1986 04 02 19815 19815.5 2086  7  2.000  2.000  0.667  1.667  1.000  1.000  1.333  1.667    7    7    3    6    4    4    5    6     5  12     70.7     70.7 2
1986 04 03 19816 19816.5 2086  8  3.667  4.000  3.333  1.000  2.000  2.667  2.667  1.667   22   27   18    4    7   12   12    6    14  12     70.9     70.9 2
1986 04 04 19817 19817.5 2086  9  0.333  1.333  1.000  1.000  0.667  0.667  1.000  1.667    2    5    4    4    3    3    4    6     4   0     71.6     71.6 2
1986 04 05 19818 19818.5 2086 10  0.667  3.000  2.000  2.000  1.000  2.333  2.667  3.333    3   15    7    7    4    9   12   18     9   0     71.8     71.9 2
1986 04 06 19819 19819.5 2086 11  0.667  1.667  1.667  0.333  0.667  0.667  1.000  2.000    3    6    6    2    3    3    4    7     4   0     71.8     71.9 2
1986 04 07 19820 19820.5 2086 12  1.667  1.667  1.000  1.333  1.000  1.333  1.333  1.333    6    6    4    5    4    5    5    5     5   0     71.8     72.0 2
1986 04 08 19821 19821.5 2086 13  0.667  1.333  1.333  2.333  2.000  0.333  1.000  2.000    3    5    5    9    7    2    4    7     5  11     71.6     71.8 2
1986 04 09 19822 19822.5 2086 14  2.667  3.333  2.667  1.667  3.000  2.333  3.000  3.000   12   18   12    6   15    9   15   15    13   0     71.8     72.0 2
1986 04 10 19823 19823.5 2086 15  4.667  4.000  4.000  2.667  2.667  4.000  1.667  0.000   39   27   27   12   12   27    6    0    19  11     72.2     72.5 2
1986 04 11 19824 19824.5 2086 16  0.667  2.333  1.333  0.333  0.667  1.667  1.000  2.667    3    9    5    2    3    6    4   12     6  16     72.0     72.3 2
1986 04 12 19825 19825.5 2086 17  3.333  1.667  2.667  2.333  1.667  2.333  2.000  2.333   18    6   12    9    6    9    7    9    10  17     72.7     73.1 2
1986 04 13 19826 19826.5 2086 18  2.000  0.667  1.333  1.333  1.333  0.667  2.000  1.667    7    3    5    5    5    3    7    6     5  16     73.8     74.2 2
1986 04 14 19827 19827.5 2086 19  1.000  1.333  1.000  1.000  1.000  1.333  1.333  1.333    4    5    4    4    4    5    5    5     4  31     75.5     76.0 2
1986 04 15 19828 19828.5 2086 20  0.333  2.333  1.333  1.000  2.333  2.667  1.667  1.667    2    9    5    4    9   12    6    6     7  30     75.5     76.0 2
1986 04 16 19829 19829.5 2086 21  3.000  2.000  0.667  3.000  2.000  2.333  1.667  1.333   15    7    3   15    7    9    6    5     8  25     75.3     75.9 2
1986 04 17 19830 19830.5 2086 22  0.667  1.000  0.667  1.667  2.000  1.667  2.333  2.000    3    4    3    6    7    6    9    7     6  16     74.7     75.3 2
1986 04 18 19831 19831.5 2086 23  3.333  2.667  2.000  0.667  0.667  0.333  0.667  2.333   18   12    7    3    3    2    3    9     7  18     73.7     74.3 2
1986 04 19 19832 19832.5 2086 24  3.000  2.667  1.667  2.000  2.667  3.000  2.667  1.667   15   12    6    7   12   15   12    6    11  16     74.2     74.9 2
1986 04 20 19833 19833.5 2086 25  1.333  1.000  0.667  1.667  1.000  1.333  1.667  2.000    5    4    3    6    4    5    6    7     5  19     74.3     75.0 2
1986 04 21 19834 19834.5 2086 26  3.667  1.667  1.000  2.000  1.000  0.667  1.000  2.000   22    6    4    7    4    3    4    7     7  27     73.5     74.2 2
1986 04 22 19835 19835.5 2086 27  2.000  3.333  2.333  3.667  1.667  1.667  2.667  2.333    7   18    9   22    6    6   12    9    11  24     74.3     75.1 2
1986 04 23 19836 19836.5 2087  1  1.667  2.333  2.667  1.667  1.000  2.000  3.667  3.000    6    9   12    6    4    7   22   15    10  51     81.2     82.1 2
1986 04 24 19837 19837.5 2087  2  3.333  2.667  3.000  3.000  2.000  2.333  2.667  1.667   18   12   15   15    7    9   12    6    12  70     86.4     87.4 2
1986 04 25 19838 19838.5 2087  3  2.667  2.667  2.000  1.667  1.667  1.333  1.000  1.000   12   12    7    6    6    5    4    4     7  52     84.7     85.7 2
1986 04 26 19839 19839.5 2087  4  3.000  2.667  2.000  2.000  1.667  0.333  1.000  1.333   15   12    7    7    6    2    4    5     7  52     83.1     84.2 2
1986 04 27 19840 19840.5 2087  5  1.667  1.333  0.667  0.667  0.333  1.667  0.333  1.667    6    5    3    3    2    6    2    6     4  40     82.2     83.3 2
1986 04 28 19841 19841.5 2087  6  3.000  3.333  3.667  3.000  2.000  2.000  1.000  0.667   15   18   22   15    7    7    4    3    11  28     79.0     80.1 2
1986 04 29 19842 19842.5 2087  7  1.667  3.000  3.000  2.667  2.667  0.667  0.667  0.667    6   15   15   12   12    3    3    3     9  34     75.9     77.0 2
1986 04 30 19843 19843.5 2087  8  1.667  2.000  0.667  1.000  1.333  1.667  1.000  0.667    6    7    3    4    5    6    4    3     5  33     73.6     74.7 2
1986 05 01 19844 19844.5 2087  9  1.000  1.333  1.667  1.000  2.000  0.000  2.333  1.333    4    5    6    4    7    0    9    5     5  18     71.4     72.5 2
1986 05 02 19845 19845.5 2087 10  2.000  3.000  2.667  3.333  5.667  5.000  5.667  6.667    7   15   12   18   67   48   67  111    43  31     73.1     74.3 2
1986 05 03 19846 19846.5 2087 11  7.333  6.000  5.333  2.667  1.667  0.667  1.667  1.667  154   80   56   12    6    3    6    6    40  18     72.6     73.8 2
1986 05 04 19847 19847.5 2087 12  1.667  1.667  2.000  4.000  5.000  3.000  1.667  3.667    6    6    7   27   48   15    6   22    17  14     70.4     71.6 2
1986 05 05 19848 19848.5 2087 13  3.000  2.667  1.333  1.333  3.000  2.667  3.000  5.333   15   12    5    5   15   12   15   56    17  12     69.5     70.7 2
1986 05 06 19849 19849.5 2087 14  4.667  5.667  5.000  4.333  5.000  6.667  6.333  6.333   39   67   48   32   48  111   94   94    67   0     68.6     69.8 2
1986 05 07 19850 19850.5 2087 15  4.333  1.667  3.000  2.333  2.000  1.667  3.333  1.667   32    6   15    9    7    6   18    6    12   0     68.6     69.9 2
1986 05 08 19851 19851.5 2087 16  2.000  1.000  1.333  2.000  3.000  1.667  2.000  1.667    7    4    5    7   15    6    7    6     7   0     68.2     69.5 2
1986 05 09 19852 19852.5 2087 17  2.000  2.000  1.000  1.333  1.333  1.000  1.333  1.667    7    7    4    5    5    4    5    6     5   0     68.5     69.8 2
1986 05 10 19853 19853.5 2087 18  3.000  1.333  0.667  2.333  1.333  1.000  2.000  0.667   15    5    3    9    5    4    7    3     6   0     69.5     70.9 2
